,date,id,text,time,retweeted,favorite_count,retweet_count,reply_count,verified_user,location_name,location_lat,location_lon
0,20200311,1237879827773804545,"@roelvanmaercke Roel, overleven vn covid-19, tot max 9dagen. Sorry hoor! Verkeerde info en misleidend. Science bron is belangrijk👇👇👇👇
https://t.co/6j8fuU2Jy1",23:15:24,False,13,0,2,False,Ostend,51.2140585,2.922
1,20200311,1237875536807882754,"Mijn collega Kurt Barbé:
“Men hoeft niet te wachten op de politiek voor strengere maatregelen, elk van ons kan een verschil maken door zich bewust te maken en de verspreiding tegen te gaan om dit groeipatroon te doorbreken.”
#corona https://t.co/WUiNjIlg3n",22:58:21,False,4,3,0,False,Denderleeuw,50.888053,4.0590915
2,20200311,1237869570192334851,"100 keer per dag hoor ik zeggen: ""Handen wassen met zeep tegen #Corona""

Zouden we dan ook niet beter onze mond en neus wassen met zeep...🙄",22:34:38,False,4,0,1,False,Antwerp,51.2605565,4.3581900000000005
3,20200311,1237864826128478208,"Ondertussen heeft @DanieleRugani, speler van @juventusfc, het virus te pakken. Onze buurlanden leggen de competitie stil of spelen de wedstrijden achter gesloten deuren. Wat doet België: https://t.co/YpABcgcRoO",22:15:47,False,1,0,0,False,Ghent,51.08374600000001,3.7145620000000004
4,20200311,1237863661445627907,@WilliamWilde2 Ik hoorde  van doorgaans welingelichte bron dat dit uit Mao-China komende virus desastreus is voor rechts-denkende ouwe zakken. De keuze van onze nationale viroloog is ook een schoolvoorbeeld van een “sleeper” Ik leef op hoop :-) #leukecomplottheorie,22:11:09,False,0,0,0,False,Ghent,51.08374600000001,3.7145620000000004
5,20200311,1237863321178476549,"Enigste wat ik nog hoor is ‘corona’
Kom er gek van",22:09:48,False,0,0,0,False,Ostend,51.2140585,2.922
6,20200311,1237863045570760704,"Voor de perfectionisten onder ons: je kan de clip makkelijk trimmen zodat je de druk op de opnameknop niet meer in het filmpje ziet. 3/3

📝🎬 #afstandsonderwijs #corona",22:08:43,False,1,0,2,False,Denderleeuw,50.888053,4.0590915
7,20200311,1237862460054364163,@Marliesvdwalle Wij hebben op aangeven van onze Finse collega tussen voor- en hoofdgerecht Wodka gedronken. Ik heb ze tussèn hoofd-  en nagerecht Elixir d'Anvers aangesmeerd. Maar dat virus maar komen .,22:06:23,False,0,0,0,False,Heist-op-den-Berg,51.0630745,4.7386125
8,20200311,1237858877795897344,"Wat leren we #vrtnws @vrtnws over de #Corona problematiek?

Alle landen rondom ons zijn panieklanden...

Scholen blijven open.
Sportwedstrijden gaan door.
Onder de 1000 aanwezigen is er geen probleem...

#Apenland",21:52:09,False,38,10,3,False,Antwerp,51.2605565,4.3581900000000005
9,20200311,1237856464108052481,Alsook alle @MangoLIGB workshops &amp; @LIGB_KUleuven opleidingen zorgpaden. No risk &amp; we volgen advies @LucSels @vanranstmarc @KU_Leuven Ook mijn laatste college #qmbg @med_fac zal online verlopen. #COVID19 #Corona https://t.co/1FNBf5t848,21:42:33,False,9,2,0,False,Rotselaar,50.957361999999996,4.7367475
10,20200311,1237855190365040640,Aan alle freelancers die door #corona werkloos worden en inkomsten verliezen... blijven strijden voor een eengemaakt statuut! Aan alle werknemers die even ‘technisch werkloos’ worden maar doorbetaald zijn: good for you! Case toont aan: sommigen v ons minder kwetsbaar. #COVID19BE,21:37:30,False,18,2,3,False,Mechelen,51.034881,4.4595319999999985
11,20200311,1237854874584268807,"Het coronavirus is vervelend voor bezoekers van events, maar ook voor organisatoren, die zich in wezen niet tegen zoiets als een virus kunnen verzekeren. Al diegenen die nu een refund eisen, mogen wat mij betreft permanent in quarantaine geplaatst worden. https://t.co/V5eQnHz6js",21:36:14,False,14,1,1,False,Ghent,51.08374600000001,3.7145620000000004
12,20200311,1237854838165102592,Interessant draadje voor al wie zich nog niet realiseert hoe ernstig #Italië getroffen wordt door #Corona. https://t.co/UIHx8DQGF7,21:36:06,False,2,0,0,False,Ghent,51.08374600000001,3.7145620000000004
13,20200311,1237853935882235904,"Begrijpt Pieter De Crem de vragen nu wel of niet...

#Corona #vrtnws",21:32:31,False,8,0,2,False,Antwerp,51.2605565,4.3581900000000005
14,20200311,1237852046495117312,@DonRoelofsen Ik hoop Corona 😐,21:25:00,False,0,0,0,False,Oud-Turnhout,51.3199485,5.009837
15,20200311,1237851824972902403,"Corona ofnie, zomer 2k20 ga ik zwaar reizen",21:24:07,False,0,2,0,False,Dilbeek,50.85152,4.2279195000000005
16,20200311,1237844076113715201,@vanranstmarc geeft in @deafspraaktv deze avond wel toe dat een noodplan vd Federale  Regering ivm.bestrijding Corona pandemie wel beter zou geweest zijn en men af moet van getallen en liefst alles afgelast. https://t.co/ANtI4nLkHz,20:53:20,False,0,0,0,False,Sint-Amands,51.054944000000006,4.2310905000000005
17,20200311,1237841419919740928,Scratch that: mijn job is afgezegd door corona dus jeeeej 19u lukt 🤩🤩,20:42:47,False,2,0,0,False,Lokeren,51.11800700000001,3.965336
18,20200311,1237841272699641856,@brinckie in @deafspraaktv stelt dat met de  huidige Corona pandemie nieuwe verkiezingen nu zeker uitgesloten zijn!Daar heeft hij een punt😉!,20:42:12,False,1,0,0,False,Sint-Amands,51.054944000000006,4.2310905000000005
19,20200311,1237840884256747522,@KlasMalika Ben benieuwd of ze je gaan toelaten met die hun lockdown,20:40:39,False,1,0,1,False,Elsene,50.82067050000001,4.375364
20,20200311,1237839933361934338,"Dus inderdaad 6,6 %. Dat is verdomd veel #corona doden in Italië https://t.co/TKedRQqDjI",20:36:52,False,0,0,2,False,Zottegem,50.864197999999995,3.8069135
21,20200311,1237838858437312515,Ach binnenkort zijn al die achterlijken weg. Moedig als ze zijn om het virus op te lopen... https://t.co/oT7vUQWoZU,20:32:36,False,0,0,0,False,Louvain,50.884046000000005,4.7053865
22,20200311,1237838709367738371,"Klopp over het dipje van Liverpool en corona: “Snap niet waarom de mening van een voetbaltrainer daarover relevant is”

https://t.co/QNV0MoB197 https://t.co/jnPxR5HjET",20:32:00,False,0,0,0,False,Antwerp,51.2605565,4.3581900000000005
23,20200311,1237838586709344258,"Maar hoe goed is deze uitleg!!! Duidelijk, to the point en begrijpelijk ☺️ #corona https://t.co/vXlvinq0M6",20:31:31,False,0,0,0,False,Opwijk,50.960605,4.1841495
24,20200311,1237838071766245377,Ook al gedacht dat de migrantenstroom wel erg bekoeld geraakt door het virus ? Zouden die het nu elders gaan proberen ? Bijvoorbeeld bij hun geloofsgenoten in Midden-Oosten waar den allah hen zeker gaat helpen tegen diens straf voor het decadente Westen...,20:29:28,False,2,0,0,False,Louvain,50.884046000000005,4.7053865
25,20200311,1237836128495046658,#Genkvm GERUCHT supporters van #kvmechelen krijgen in het stadion geen gelegenheid om te eten en te drinken. Er wordt wel 1 gratis flesje water uitgedeeld. Kan er iemand laten weten dat Corona niks met het bier heeft te maken? https://t.co/8I8H4cgyZk,20:21:45,False,0,0,0,False,Herent,50.912478,4.650217
26,20200311,1237835429271023619,Jezus christus als je denken dat we hier overdreven met Corona moet je echt naar Polen kijken. Scholen worden voor 2 weken gesloten en ze gaan zieke voorraden kopen in supermarkets waardoor er niks meer ligt,20:18:58,False,1,0,1,False,Melle,51.0011135,3.7995845
27,20200311,1237835271242211335,Dankzij het uitstelgedrag van onze 🇧🇪 politici stevenen we af op de 🦠COVID-tsunami die professor dokter Herman Goossens voorspelt😳 🙏🏼 🇧🇪 Kom uit jullie comfortzone en ga over tot kordate maatregelingen ‼️ 🙏🏼 #COVID19 #COVID19BE #Belgium #Belgie #begov #quarantaine #Covid_19 https://t.co/yVP2g5zT9Y https://t.co/XIPgxkOwCa,20:18:21,False,0,1,0,False,Stabroek,51.326901,4.3715475
28,20200311,1237833911750852609,"Gekke dag. Controverse in de thuisstad rond een schijnbaar onschuldige foto van een middelbare school. Artikel over geschreven, dat stevig gelezen werd op @HLN_BE én opgepikt werd door internationale websites:
➡️ https://t.co/yKGXVpdA37 &amp; https://t.co/57CB9sY2VE https://t.co/sxf0uUSTiF",20:12:57,False,4,0,0,False,Waregem,50.8797085,3.3983364999999996
